SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos, SalaryBaseSalary , SalaryCompensation ,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Column2
SEA,Tiffert ,Christian ,Christian  Tiffert ,M , $600Ê000.00 , $625Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Montero ,Fredy ,Fredy  Montero ,F , $600Ê000.00 , $756Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
FCD,Ferreira ,David ,David  Ferreira ,M-F , $600Ê000.00 , $705Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Montero ,Fredy ,Fredy  Montero ,F , $600Ê000.00 , $756Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
FCD,Ferreira ,David ,David  Ferreira ,M-F , $600Ê000.00 , $705Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
FCD,Ferreira ,David ,David  Ferreira ,M-F , $600Ê000.00 , $705Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
PHI,Barnetta,Tranquillo,Tranquillo Barnetta,M, $624Ê000.00 , $661Ê500.00 ,"September 15, 2015",2015,September,September 2015,,
POR,Adi,Fanendo,Fanendo Adi,F, $580Ê800.00 , $593Ê300.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Higuain,Federico,Federico Higuain,M-F, $580Ê000.00 , $744Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Higuain,Federico,Federico Higuain,M-F, $580Ê000.00 , $744Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
SJE,Barrera,Leandro,Leandro Barrera,F, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SJE,Wondolowski,Chris,Chris Wondolowski,M, $550Ê000.00 , $600Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
SJE,Wondolowski,Chris,Chris Wondolowski,M, $550Ê000.00 , $600Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
SJE,Wondolowski,Chris,Chris Wondolowski,M, $550Ê000.00 , $600Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
TFC,Hassli ,Eric ,Eric  Hassli ,F , $550Ê000.00 , $790Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
TFC,Hassli ,Eric ,Eric  Hassli ,F , $550Ê000.00 , $790Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
VAN,Hassli ,Eric ,Eric  Hassli ,F , $550Ê000.00 , $790Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
NYRB,Rost ,Frank ,Frank  Rost ,GK , $545Ê460.00 , $545Ê460.00 ,"January 9, 2011",2011,January,January 2011,,
SEA,Joseph,Shalrie,Shalrie Joseph,M, $540Ê000.00 , $599Ê333.00 ,"May 1, 2013",2013,May,May 2013,,
DC,Johnson,Eddie,Eddie Johnson,F, $505Ê000.00 , $613Ê333.00 ,"September 15, 2014",2014,September,September 2014,,
DC,Johnson,Eddie,Eddie Johnson,F, $505Ê000.00 , $613Ê333.00 ,"April 1, 2014",2014,April,April 2014,,
SEA,Barrett,Chad,Chad Barrett,F, $95Ê000.00 , $100Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
POR,Valeri,Diego,Diego Valeri,M, $500Ê000.00 , $500Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
POR,Valeri,Diego,Diego Valeri,M, $500Ê000.00 , $500Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
SEA,Montero ,Fredy ,Fredy  Montero ,F , $500Ê000.00 , $656Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
CLB,Mendoza ,Andres ,Andres  Mendoza ,F , $500Ê000.00 , $595Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
PHI,Kleberson,Jose,Jose Kleberson,M, $495Ê000.00 , $495Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
PHI,Kleberson,Jose,Jose Kleberson,M, $495Ê000.00 , $495Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
PHI,Kleberson,Jose,Jose Kleberson,M, $495Ê000.00 , $495Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
CHV,Joseph ,Shalrie ,Shalrie  Joseph ,M , $495Ê000.00 , $554Ê333.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Joseph ,Shalrie ,Shalrie  Joseph ,M , $495Ê000.00 , $554Ê333.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Joseph ,Shalrie ,Shalrie  Joseph ,M , $495Ê000.00 , $554Ê333.00 ,"May 15, 2012",2012,May,May 2012,,
SEA,Nkufo ,Blaise ,Blaise  Nkufo ,F , $480Ê000.00 , $480Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
PHI,Adu ,Freddy ,Freddy  Adu ,M , $475Ê884.00 , $594Ê884.00 ,"January 9, 2011",2011,January,January 2011,,
FCD,Barrios,Michael,Michael Barrios,M, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
NE,Joseph ,Shalrie ,Shalrie  Joseph ,M , $475Ê000.00 , $500Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
CLB,Barson,Chad,Chad Barson,D, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
NE,Goncalves,Jose,Jose Goncalves,D, $450Ê000.00 , $479Ê375.00 ,"September 15, 2014",2014,September,September 2014,,
VAN,Rosales,Mauro,Mauro Rosales,M, $450Ê000.00 , $450Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
NE,Goncalves,Jose,Jose Goncalves,D, $450Ê000.00 , $479Ê375.00 ,"April 1, 2014",2014,April,April 2014,,
CHV,Rosales,Mauro,Mauro Rosales,M, $450Ê000.00 , $450Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
NE,Joseph ,Shalrie ,Shalrie  Joseph ,M , $450Ê000.00 , $475Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
CLB,Higuain,Federico,Federico Higuain,M-F, $440Ê000.00 , $604Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
CLB,Higuain,Federico,Federico Higuain,M-F, $440Ê000.00 , $604Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
CLB,Higuain,Federico,Federico Higuain,M-F, $440Ê000.00 , $604Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
VAN,Robson ,Barry ,Barry  Robson ,M , $440Ê000.00 , $596Ê500.00 ,"January 10, 2012",2012,January,January 2012,,
VAN,Robson ,Barry ,Barry  Robson ,M , $440Ê000.00 , $596Ê500.00 ,"August 1, 2012",2012,August,August 2012,,
HOU,Beasley,DaMarcus,DaMarcus Beasley,D, $750Ê000.00 , $813Ê333.00 ,"September 15, 2015",2015,September,September 2015,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F , $434Ê500.00 , $459Ê500.00 ,"August 12, 2010",2010,August,August 2010,,
SKC,Jeferson ,,Jeferson ,F , $429Ê996.00 , $484Ê996.00 ,"January 9, 2011",2011,January,January 2011,,
RSL,Morales ,Javier ,Juninho,M , $425Ê000.00 , $477Ê500.00 ,"January 10, 2012",2012,January,January 2012,,
RSL,Morales ,Javier ,Juninho,M , $425Ê000.00 , $477Ê500.00 ,"August 1, 2012",2012,August,August 2012,,
RSL,Morales ,Javier ,Juninho,M , $425Ê000.00 , $477Ê500.00 ,"May 15, 2012",2012,May,May 2012,,
DC,DeRosario ,Dwayne ,Juninho,M , $425Ê000.00 , $493Ê750.00 ,"January 9, 2011",2011,January,January 2011,,
NE,Joseph ,Shalrie ,Juninho,M , $425Ê000.00 , $450Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
DC,Boskovic ,Branko ,Juninho,M , $409Ê167.00 , $545Ê367.00 ,"May 15, 2012",2012,May,May 2012,,
VAN,Jarju ,Mustapha ,Juninho,M , $400Ê008.00 , $426Ê883.00 ,"January 9, 2011",2011,January,January 2011,,
RSL,Beckerman,Kyle,Kyle Beckerman,M, $625Ê000.00 , $700Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
ORL,Bedell,Adam,Adam Bedell,F, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SEA,Bedinelli,Thomas,Thomas Bedinelli,M, $108Ê000.00 , $133Ê125.00 ,"September 15, 2015",2015,September,September 2015,,
VAN,Beitashour,Steven,Steven Beitashour,D, $190Ê000.00 , $197Ê167.00 ,"September 15, 2015",2015,September,September 2015,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F, $60Ê000.00 , $60Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
MTL,Bekker,Kyle,Kyle Bekker,M, $61Ê765.00 , $88Ê015.00 ,"September 15, 2015",2015,September,September 2015,,
RSL,Beltran,Anthony,Anthony Beltran,D, $195Ê000.00 , $205Ê950.00 ,"September 15, 2015",2015,September,September 2015,,
TFC,Bendik,Joe,Joe Bendik,GK, $150Ê000.00 , $157Ê375.00 ,"September 15, 2015",2015,September,September 2015,,
SJE,Bernardez,Victor,Victor Bernardez,D, $200Ê000.00 , $241Ê600.00 ,"September 15, 2015",2015,September,September 2015,,
CHV,Reo-Coker,Nigel,Pecka,D-M, $400Ê000.00 , $446Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
SEA,Alonso,Osvaldo,Juninho ,M, $400Ê000.00 , $400Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
VAN,Reo-Coker,Nigel,Juninho ,D-M, $400Ê000.00 , $446Ê500.00 ,"April 1, 2014",2014,April,April 2014,,
SEA,Alonso,Osvaldo,Juninho ,M, $400Ê000.00 , $400Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
POR,Valeri,Diego,Diego Valeri,M, $400Ê000.00 , $400Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F, $46Ê500.00 , $46Ê500.00 ,"September 15, 2013",2013,September,September 2013,,
NE,Cisse,Kalifa,Kalifa Cisse,M, $400Ê000.00 , $445Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
POR,Valeri,Diego,Diego Valeri,M, $400Ê000.00 , $400Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F, $46Ê500.00 , $46Ê500.00 ,"August 1, 2013",2013,August,August 2013,,
NE,Cisse,Kalifa,Kalifa Cisse,M, $400Ê000.00 , $445Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
POR,Valeri,Diego,Diego Valeri,M, $400Ê000.00 , $400Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
PHI,Adu ,Freddy ,Freddy  Adu ,M , $400Ê000.00 , $519Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Feilhaber ,Benny ,Benny  Feilhaber ,M , $400Ê000.00 , $446Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
COL,Casey ,Conor ,Conor  Casey ,F , $400Ê000.00 , $400Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
PHI,Adu ,Freddy ,Freddy  Adu ,M , $400Ê000.00 , $519Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Feilhaber ,Benny ,Benny  Feilhaber ,M , $400Ê000.00 , $446Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
COL,Casey ,Conor ,Conor  Casey ,F , $400Ê000.00 , $400Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
PHI,Adu ,Freddy ,Freddy  Adu ,M , $400Ê000.00 , $519Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
NE,Feilhaber ,Benny ,Benny  Feilhaber ,M , $400Ê000.00 , $446Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
COL,Casey ,Conor ,Conor  Casey ,F , $400Ê000.00 , $400Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
RSL,Morales ,Javier ,Javier  Morales ,M , $400Ê000.00 , $452Ê500.00 ,"January 9, 2011",2011,January,January 2011,,
COL,Casey ,Conor ,Conor  Casey ,F , $400Ê000.00 , $400Ê000.00 ,"January 9, 2011",2011,January,January 2011,,
FCD,Davino ,Dulio ,Dulio  Davino ,D , $400Ê000.00 , $400Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F , $395Ê000.00 , $420Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
DC,Boskovic ,Branko ,Branko  Boskovic ,M , $389Ê167.00 , $525Ê367.00 ,"January 9, 2011",2011,January,January 2011,,
MTL,Piatti,Ignacio,Ignacio Piatti,M, $387Ê500.00 , $387Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
COL,Gomez ,Christian ,Christian  Gomez ,M , $385Ê000.00 , $430Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
DC,Boskovic ,Branko ,Branko  Boskovic ,M , $380Ê000.00 , $516Ê200.00 ,"August 12, 2010",2010,August,August 2010,,
CHI,Amarikwa,Quincy,Quincy Amarikwa,F, $46Ê500.00 , $46Ê500.00 ,"May 1, 2013",2013,May,May 2013,,
HOU,Ching ,Brian ,Brian  Ching ,F , $375Ê000.00 , $412Ê500.00 ,"January 9, 2011",2011,January,January 2011,,
TFC,DeRosario ,Dwayne ,Dwayne  DeRosario ,M , $375Ê000.00 , $443Ê750.00 ,"August 12, 2010",2010,August,August 2010,,
COL,Berner,John,John Berner,GK, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
MTL,Bernier,Patrice,Patrice Bernier,F-M, $90Ê000.00 , $135Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SKC,Zusi,Graham,Graham Zusi,F-M, $365Ê000.00 , $398Ê250.00 ,"April 1, 2014",2014,April,April 2014,,
PHI,Berry,Austin,Austin Berry,D, $93Ê519.00 , $108Ê519.00 ,"September 15, 2015",2015,September,September 2015,,
SKC,Besler,Matt,Matt Besler,D, $650Ê000.00 , $683Ê250.00 ,"September 15, 2015",2015,September,September 2015,,
POR,Besler,Nick,Nick Besler,M, $65Ê000.00 , $81Ê250.00 ,"September 15, 2015",2015,September,September 2015,,
RSL,Saborio,Alvaro,Alvaro Saborio,F, $360Ê000.00 , $453Ê333.00 ,"September 15, 2014",2014,September,September 2014,,
CLB,Pogatetz,Emanuel,Emanuel Pogatetz,D, $360Ê000.00 , $372Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
RSL,Saborio,Alvaro,Alvaro Saborio,F, $360Ê000.00 , $453Ê333.00 ,"April 1, 2014",2014,April,April 2014,,
RSL,Saborio,Alvaro,Alvaro Saborio,F, $360Ê000.00 , $453Ê333.00 ,"September 15, 2013",2013,September,September 2013,,
RSL,Saborio,Alvaro,Alvaro Saborio,F, $360Ê000.00 , $453Ê333.00 ,"August 1, 2013",2013,August,August 2013,,
RSL,Saborio,Alvaro,Alvaro Saborio,F, $360Ê000.00 , $453Ê333.00 ,"May 1, 2013",2013,May,May 2013,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F, $175Ê000.00 , $175Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F, $175Ê000.00 , $175Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F, $120Ê000.00 , $120Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
SJE,Huckerby ,Darren ,Darren  Huckerby ,F , $360Ê000.00 , $385Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
TFC,DeRosario ,Dwayne ,Dwayne  DeRosario ,M , $357Ê000.00 , $425Ê750.00 ,"September 15, 2009",2009,September,September 2009,,
SJE,Bingham,David,David Bingham,GK, $130Ê000.00 , $137Ê750.00 ,"September 15, 2015",2015,September,September 2015,,
PHI,Bird,Eric,Eric Bird,M, $60Ê000.00 , $60Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
DC,Birnbaum,Steven,Steven Birnbaum,D, $66Ê000.00 , $96Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
MTL,Bitolo,Ambroise,Ambroise Oyongo Bitolo,D, $100Ê000.00 , $100Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
PHI,Blake,Andre,Andre Blake,GK, $85Ê000.00 , $123Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
TFC,Bloom,Mark,Mark Bloom,D, $90Ê000.00 , $97Ê349.00 ,"September 15, 2015",2015,September,September 2015,,
CHI,Anangono,Juan Luis,Juan Luis Anangono,F, $120Ê000.00 , $120Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
DC,Pontius,Chris,Chris Pontius,M-F, $350Ê000.00 , $381Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
RSL,Beckerman,Kyle,Kyle Beckerman,M, $350Ê000.00 , $378Ê750.00 ,"September 15, 2014",2014,September,September 2014,,
CHI,Anibaba,Jalil,Jalil Anibaba,D, $91Ê245.00 , $131Ê245.00 ,"September 15, 2013",2013,September,September 2013,,
DC,Pontius,Chris,Chris Pontius,M-F, $350Ê000.00 , $381Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
RSL,Beckerman,Kyle,Kyle Beckerman,M, $350Ê000.00 , $378Ê750.00 ,"April 1, 2014",2014,April,April 2014,,
SKC,Zusi,Graham,Graham Zusi,F-M, $350Ê000.00 , $383Ê250.00 ,"September 15, 2013",2013,September,September 2013,,
SKC,Zusi,Graham,Graham Zusi,F-M, $350Ê000.00 , $383Ê250.00 ,"August 1, 2013",2013,August,August 2013,,
TFC,O'Dea,Darren,Darren O'Dea,D, $350Ê000.00 , $456Ê250.00 ,"May 1, 2013",2013,May,May 2013,,
CHV,Angel ,Juan Pablo ,Juan Pablo  Angel ,F , $350Ê000.00 , $600Ê000.00 ,"January 10, 2012",2012,January,January 2012,,
RSL,Saborio ,Alvaro ,Alvaro  Saborio ,F , $350Ê000.00 , $405Ê625.00 ,"January 10, 2012",2012,January,January 2012,,
CHV,Angel ,Juan Pablo ,Juan Pablo  Angel ,F , $350Ê000.00 , $600Ê000.00 ,"August 1, 2012",2012,August,August 2012,,
RSL,Saborio ,Alvaro ,Alvaro  Saborio ,F , $350Ê000.00 , $405Ê625.00 ,"August 1, 2012",2012,August,August 2012,,
CHV,Angel ,Juan Pablo ,Juan Pablo  Angel ,F , $350Ê000.00 , $600Ê000.00 ,"May 15, 2012",2012,May,May 2012,,
RSL,Saborio ,Alvaro ,Alvaro  Saborio ,F , $350Ê000.00 , $405Ê625.00 ,"May 15, 2012",2012,May,May 2012,,
COL,Casey ,Conor ,Conor  Casey ,F , $350Ê000.00 , $350Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
HOU,Ching ,Brian ,Brian  Ching ,F , $350Ê000.00 , $350Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
DC,Moreno ,Jaime ,Jaime  Moreno ,F , $350Ê000.00 , $355Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
TFC,Ruiz ,Carlos ,Carlos  Ruiz ,F , $350Ê000.00 , $460Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
HOU,Davis,Brad,Brad Davis,M, $345Ê000.00 , $392Ê063.00 ,"September 15, 2014",2014,September,September 2014,,
HOU,Davis,Brad,Brad Davis,M, $345Ê000.00 , $392Ê063.00 ,"April 1, 2014",2014,April,April 2014,,
ORL,Boden,Luke,Luke Boden,D, $75Ê000.00 , $75Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
FCD,Texeira,David,David Texeira,F, $338Ê000.00 , $338Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
FCD,Texeira,David,David Texeira,F, $338Ê000.00 , $338Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
FCD,Perez,Blas,Blas Perez,F, $335Ê000.00 , $359Ê250.00 ,"September 15, 2014",2014,September,September 2014,,
FCD,Perez,Blas,Blas Perez,F, $335Ê000.00 , $359Ê250.00 ,"April 1, 2014",2014,April,April 2014,,
HOU,Costly ,Carlo ,Carlo  Costly ,F , $335Ê000.00 , $425Ê583.00 ,"January 9, 2011",2011,January,January 2011,,
NYRB,Pearce,Heath,Heath Pearce,D, $331Ê236.00 , $340Ê736.00 ,"September 15, 2013",2013,September,September 2013,,
NYRB,Pearce,Heath,Heath Pearce,D, $331Ê236.00 , $340Ê736.00 ,"August 1, 2013",2013,August,August 2013,,
NYRB,Pearce,Heath,Heath Pearce,D, $331Ê236.00 , $340Ê736.00 ,"May 1, 2013",2013,May,May 2013,,
HOU,Boniek Garcia,Oscar,Oscar Boniek Garcia,F, $245Ê000.00 , $303Ê750.00 ,"September 15, 2015",2015,September,September 2015,,
NYRB,Wright-Phillips,Bradley,Bradley Wright-Phillips,F, $330Ê000.00 , $372Ê500.00 ,"September 15, 2014",2014,September,September 2014,,
CHI,Anibaba,Jalil,Jalil Anibaba,D, $91Ê245.00 , $131Ê245.00 ,"August 1, 2013",2013,August,August 2013,,
PHI,Nogueira,Vincent,Vincent Nogueira,M, $330Ê000.00 , $330Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
NYRB,Wright-Phillips,Bradley,Bradley Wright-Phillips,F, $330Ê000.00 , $372Ê500.00 ,"April 1, 2014",2014,April,April 2014,,
CHI,Anibaba,Jalil,Jalil Anibaba,D, $91Ê245.00 , $131Ê245.00 ,"May 1, 2013",2013,May,May 2013,,
PHI,Nogueira,Vincent,Vincent Nogueira,M, $330Ê000.00 , $330Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
CLB,Marshall,Chad,Chad Marshall,D, $330Ê000.00 , $361Ê250.00 ,"September 15, 2013",2013,September,September 2013,,
Guilherme do Prado,Pontius,Chris,Chris Pontius,M-F, $330Ê000.00 , $361Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
CLB,Marshall,Chad,Chad Marshall,D, $330Ê000.00 , $361Ê250.00 ,"August 1, 2013",2013,August,August 2013,,
DC,Pontius,Chris,Chris Pontius,M-F, $330Ê000.00 , $361Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
CLB,Marshall,Chad,Chad Marshall,D, $330Ê000.00 , $361Ê250.00 ,"May 1, 2013",2013,May,May 2013,,
DC,Pontius,Chris,Chris Pontius,M-F, $330Ê000.00 , $361Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
TFC,O'Dea ,Darren ,Darren  O'Dea ,D , $330Ê000.00 , $436Ê250.00 ,"January 10, 2012",2012,January,January 2012,,
SJE,Huckerby ,Darren ,Darren  Huckerby ,F , $330Ê000.00 , $355Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F , $325Ê008.00 , $350Ê008.00 ,"July 10, 2008",2008,July,July 2008,,
NE,Twellman ,Taylor ,Taylor  Twellman ,F , $325Ê008.00 , $350Ê008.00 ,"July 31, 2007",2007,July,July 2007,,
TFC,Bono,Alex,Alex Bono,GK, $60Ê000.00 , $80Ê200.00 ,"September 15, 2015",2015,September,September 2015,,
POR,Borchers,Nat,Nat Borchers,D, $235Ê000.00 , $245Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
FCD,Diaz,Mauro,Mauro Diaz,M, $325Ê000.00 , $411Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
TFC,Caldwell,Steven,Steven Caldwell,D, $325Ê000.00 , $364Ê167.00 ,"September 15, 2014",2014,September,September 2014,,
SKC,Feilhaber,Benny,Benny Feilhaber,M, $325Ê000.00 , $337Ê188.00 ,"September 15, 2014",2014,September,September 2014,,
COL,Buddle,Edson,Edson Buddle,F, $325Ê000.00 , $325Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
LAG,Juninho,,Juninho,M, $325Ê000.00 , $325Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
FCD,Diaz,Mauro,Mauro Diaz,M, $325Ê000.00 , $411Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
TFC,Caldwell,Steven,Steven Caldwell,D, $325Ê000.00 , $364Ê167.00 ,"April 1, 2014",2014,April,April 2014,,
SKC,Feilhaber,Benny,Benny Feilhaber,M, $325Ê000.00 , $337Ê188.00 ,"April 1, 2014",2014,April,April 2014,,
COL,Buddle,Edson,Edson Buddle,F, $325Ê000.00 , $325Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
LAG,Juninho,,Juninho,M, $325Ê000.00 , $325Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
VAN,DeMerit,Jay,Jay DeMerit,D, $325Ê000.00 , $375Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
HOU,Davis,Brad,Brad Davis,M, $325Ê000.00 , $372Ê063.00 ,"September 15, 2013",2013,September,September 2013,,
FCD,Cooper,Kenny,Kenny Cooper,F, $325Ê000.00 , $342Ê500.00 ,"September 15, 2013",2013,September,September 2013,,
VAN,DeMerit,Jay,Jay DeMerit,D, $325Ê000.00 , $375Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
HOU,Davis,Brad,Brad Davis,M, $325Ê000.00 , $372Ê063.00 ,"August 1, 2013",2013,August,August 2013,,
FCD,Cooper,Kenny,Kenny Cooper,F, $325Ê000.00 , $342Ê500.00 ,"August 1, 2013",2013,August,August 2013,,
VAN,DeMerit,Jay,Jay DeMerit,D, $325Ê000.00 , $375Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
HOU,Davis,Brad,Brad Davis,M, $325Ê000.00 , $372Ê063.00 ,"May 1, 2013",2013,May,May 2013,,
FCD,Cooper,Kenny,Kenny Cooper,F, $325Ê000.00 , $342Ê500.00 ,"May 1, 2013",2013,May,May 2013,,
HOU,DeRosario ,Dwayne ,Dwayne  DeRosario ,M , $325Ê000.00 , $325Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
FCD,Ruiz ,Carlos ,Carlos  Ruiz ,F , $325Ê000.00 , $435Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
HOU,DeRosario ,Dwayne ,Dwayne  DeRosario ,M , $325Ê000.00 , $325Ê000.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Boswell,Bobby,Bobby Boswell,D, $200Ê000.00 , $200Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
PHI,Valdes,Carlos,Carlos Valdes,D, $321Ê000.00 , $321Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
PHI,Valdes,Carlos,Carlos Valdes,D, $321Ê000.00 , $321Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
PHI,Valdes,Carlos,Carlos Valdes,D, $321Ê000.00 , $321Ê000.00 ,"May 1, 2013",2013,May,May 2013,,
TFC,Bradley,Michael,Michael Bradley,M, $6Ê000Ê000.00 , $6Ê500Ê000.00 ,"September 15, 2015",2015,September,September 2015,,
SJE,Goodson,Clarence,Clarence Goodson,D, $315Ê000.00 , $342Ê000.00 ,"September 15, 2014",2014,September,September 2014,,
SJE,Goodson,Clarence,Clarence Goodson,D, $315Ê000.00 , $342Ê000.00 ,"April 1, 2014",2014,April,April 2014,,
SJE,Goodson,Clarence,Clarence Goodson,D, $315Ê000.00 , $342Ê000.00 ,"September 15, 2013",2013,September,September 2013,,
SJE,Goodson,Clarence,Clarence Goodson,D, $315Ê000.00 , $342Ê000.00 ,"August 1, 2013",2013,August,August 2013,,
